"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1901","1901","21","Mayo","-","Both sexes","Number","199166"
"F1001C01","Population at Each Census","1901","1901","21","Mayo","1","Male","Number","97564"
"F1001C01","Population at Each Census","1901","1901","21","Mayo","2","Female","Number","101602"
"F1001C01","Population at Each Census","1901","1901","22","Roscommon","-","Both sexes","Number","101791"
"F1001C01","Population at Each Census","1901","1901","22","Roscommon","1","Male","Number","51233"
"F1001C01","Population at Each Census","1901","1901","22","Roscommon","2","Female","Number","50558"
"F1001C01","Population at Each Census","1901","1901","23","Sligo","-","Both sexes","Number","84083"
"F1001C01","Population at Each Census","1901","1901","23","Sligo","1","Male","Number","41849"
"F1001C01","Population at Each Census","1901","1901","23","Sligo","2","Female","Number","42234"
"F1001C01","Population at Each Census","1901","1901","24","Cavan","-","Both sexes","Number","97541"
"F1001C01","Population at Each Census","1901","1901","24","Cavan","1","Male","Number","50087"
"F1001C01","Population at Each Census","1901","1901","24","Cavan","2","Female","Number","47454"
"F1001C01","Population at Each Census","1901","1901","25","Donegal","-","Both sexes","Number","173722"
"F1001C01","Population at Each Census","1901","1901","25","Donegal","1","Male","Number","86444"
"F1001C01","Population at Each Census","1901","1901","25","Donegal","2","Female","Number","87278"
"F1001C01","Population at Each Census","1901","1901","26","Monaghan","-","Both sexes","Number","74611"
"F1001C01","Population at Each Census","1901","1901","26","Monaghan","1","Male","Number","37108"
"F1001C01","Population at Each Census","1901","1901","26","Monaghan","2","Female","Number","37503"
"F1001C01","Population at Each Census","1911","1911","-","State","-","Both sexes","Number","3139688"
"F1001C01","Population at Each Census","1911","1911","-","State","1","Male","Number","1589509"
"F1001C01","Population at Each Census","1911","1911","-","State","2","Female","Number","1550179"
"F1001C01","Population at Each Census","1911","1911","01","Carlow","-","Both sexes","Number","36252"
"F1001C01","Population at Each Census","1911","1911","01","Carlow","1","Male","Number","18481"
"F1001C01","Population at Each Census","1911","1911","01","Carlow","2","Female","Number","17771"
"F1001C01","Population at Each Census","1911","1911","02","Dublin","-","Both sexes","Number","477196"
"F1001C01","Population at Each Census","1911","1911","02","Dublin","1","Male","Number","226364"
"F1001C01","Population at Each Census","1911","1911","02","Dublin","2","Female","Number","250832"
"F1001C01","Population at Each Census","1911","1911","03","Kildare","-","Both sexes","Number","66627"
"F1001C01","Population at Each Census","1911","1911","03","Kildare","1","Male","Number","37684"
"F1001C01","Population at Each Census","1911","1911","03","Kildare","2","Female","Number","28943"
"F1001C01","Population at Each Census","1911","1911","04","Kilkenny","-","Both sexes","Number","74962"
"F1001C01","Population at Each Census","1911","1911","04","Kilkenny","1","Male","Number","38551"
"F1001C01","Population at Each Census","1911","1911","04","Kilkenny","2","Female","Number","36411"
"F1001C01","Population at Each Census","1911","1911","05","Laois","-","Both sexes","Number","54629"
"F1001C01","Population at Each Census","1911","1911","05","Laois","1","Male","Number","28711"
"F1001C01","Population at Each Census","1911","1911","05","Laois","2","Female","Number","25918"
"F1001C01","Population at Each Census","1911","1911","06","Longford","-","Both sexes","Number","43820"
"F1001C01","Population at Each Census","1911","1911","06","Longford","1","Male","Number","22656"
"F1001C01","Population at Each Census","1911","1911","06","Longford","2","Female","Number","21164"
"F1001C01","Population at Each Census","1911","1911","07","Louth","-","Both sexes","Number","63665"
"F1001C01","Population at Each Census","1911","1911","07","Louth","1","Male","Number","32191"
"F1001C01","Population at Each Census","1911","1911","07","Louth","2","Female","Number","31474"
"F1001C01","Population at Each Census","1911","1911","08","Meath","-","Both sexes","Number","65091"
"F1001C01","Population at Each Census","1911","1911","08","Meath","1","Male","Number","33934"
"F1001C01","Population at Each Census","1911","1911","08","Meath","2","Female","Number","31157"
"F1001C01","Population at Each Census","1911","1911","09","Offaly","-","Both sexes","Number","56832"
"F1001C01","Population at Each Census","1911","1911","09","Offaly","1","Male","Number","29804"
"F1001C01","Population at Each Census","1911","1911","09","Offaly","2","Female","Number","27028"
"F1001C01","Population at Each Census","1911","1911","10","Westmeath","-","Both sexes","Number","59986"
"F1001C01","Population at Each Census","1911","1911","10","Westmeath","1","Male","Number","31910"
"F1001C01","Population at Each Census","1911","1911","10","Westmeath","2","Female","Number","28076"
"F1001C01","Population at Each Census","1911","1911","11","Wexford","-","Both sexes","Number","102273"
"F1001C01","Population at Each Census","1911","1911","11","Wexford","1","Male","Number","51568"
"F1001C01","Population at Each Census","1911","1911","11","Wexford","2","Female","Number","50705"
"F1001C01","Population at Each Census","1911","1911","12","Wicklow","-","Both sexes","Number","60711"
"F1001C01","Population at Each Census","1911","1911","12","Wicklow","1","Male","Number","31113"
"F1001C01","Population at Each Census","1911","1911","12","Wicklow","2","Female","Number","29598"
"F1001C01","Population at Each Census","1911","1911","13","Clare","-","Both sexes","Number","104232"
"F1001C01","Population at Each Census","1911","1911","13","Clare","1","Male","Number","53877"
"F1001C01","Population at Each Census","1911","1911","13","Clare","2","Female","Number","50355"
"F1001C01","Population at Each Census","1911","1911","14","Cork","-","Both sexes","Number","392104"
"F1001C01","Population at Each Census","1911","1911","14","Cork","1","Male","Number","197516"
"F1001C01","Population at Each Census","1911","1911","14","Cork","2","Female","Number","194588"
"F1001C01","Population at Each Census","1911","1911","15","Kerry","-","Both sexes","Number","159691"
"F1001C01","Population at Each Census","1911","1911","15","Kerry","1","Male","Number","81474"
"F1001C01","Population at Each Census","1911","1911","15","Kerry","2","Female","Number","78217"
"F1001C01","Population at Each Census","1911","1911","16","Limerick","-","Both sexes","Number","143069"
"F1001C01","Population at Each Census","1911","1911","16","Limerick","1","Male","Number","72229"
"F1001C01","Population at Each Census","1911","1911","16","Limerick","2","Female","Number","70840"
"F1001C01","Population at Each Census","1911","1911","17","Tipperary","-","Both sexes","Number","152433"
"F1001C01","Population at Each Census","1911","1911","17","Tipperary","1","Male","Number","78584"
"F1001C01","Population at Each Census","1911","1911","17","Tipperary","2","Female","Number","73849"
"F1001C01","Population at Each Census","1911","1911","18","Waterford","-","Both sexes","Number","83966"
"F1001C01","Population at Each Census","1911","1911","18","Waterford","1","Male","Number","42450"
"F1001C01","Population at Each Census","1911","1911","18","Waterford","2","Female","Number","41516"
"F1001C01","Population at Each Census","1911","1911","19","Galway","-","Both sexes","Number","182224"
"F1001C01","Population at Each Census","1911","1911","19","Galway","1","Male","Number","94403"
"F1001C01","Population at Each Census","1911","1911","19","Galway","2","Female","Number","87821"
"F1001C01","Population at Each Census","1911","1911","20","Leitrim","-","Both sexes","Number","63582"
"F1001C01","Population at Each Census","1911","1911","20","Leitrim","1","Male","Number","32759"
"F1001C01","Population at Each Census","1911","1911","20","Leitrim","2","Female","Number","30823"
"F1001C01","Population at Each Census","1911","1911","21","Mayo","-","Both sexes","Number","192177"
"F1001C01","Population at Each Census","1911","1911","21","Mayo","1","Male","Number","96345"
"F1001C01","Population at Each Census","1911","1911","21","Mayo","2","Female","Number","95832"
"F1001C01","Population at Each Census","1911","1911","22","Roscommon","-","Both sexes","Number","93956"
"F1001C01","Population at Each Census","1911","1911","22","Roscommon","1","Male","Number","48522"
"F1001C01","Population at Each Census","1911","1911","22","Roscommon","2","Female","Number","45434"
"F1001C01","Population at Each Census","1911","1911","23","Sligo","-","Both sexes","Number","79045"
"F1001C01","Population at Each Census","1911","1911","23","Sligo","1","Male","Number","40060"
"F1001C01","Population at Each Census","1911","1911","23","Sligo","2","Female","Number","38985"
"F1001C01","Population at Each Census","1911","1911","24","Cavan","-","Both sexes","Number","91173"
"F1001C01","Population at Each Census","1911","1911","24","Cavan","1","Male","Number","47743"
"F1001C01","Population at Each Census","1911","1911","24","Cavan","2","Female","Number","43430"
"F1001C01","Population at Each Census","1911","1911","25","Donegal","-","Both sexes","Number","168537"
"F1001C01","Population at Each Census","1911","1911","25","Donegal","1","Male","Number","84627"
"F1001C01","Population at Each Census","1911","1911","25","Donegal","2","Female","Number","83910"
"F1001C01","Population at Each Census","1911","1911","26","Monaghan","-","Both sexes","Number","71455"
"F1001C01","Population at Each Census","1911","1911","26","Monaghan","1","Male","Number","35953"
"F1001C01","Population at Each Census","1911","1911","26","Monaghan","2","Female","Number","35502"
"F1001C01","Population at Each Census","1926","1926","-","State","-","Both sexes","Number","2971992"
"F1001C01","Population at Each Census","1926","1926","-","State","1","Male","Number","1506889"
"F1001C01","Population at Each Census","1926","1926","-","State","2","Female","Number","1465103"
"F1001C01","Population at Each Census","1926","1926","01","Carlow","-","Both sexes","Number","34476"
"F1001C01","Population at Each Census","1926","1926","01","Carlow","1","Male","Number","17802"
"F1001C01","Population at Each Census","1926","1926","01","Carlow","2","Female","Number","16674"
"F1001C01","Population at Each Census","1926","1926","02","Dublin","-","Both sexes","Number","505654"
"F1001C01","Population at Each Census","1926","1926","02","Dublin","1","Male","Number","238995"
"F1001C01","Population at Each Census","1926","1926","02","Dublin","2","Female","Number","266659"
"F1001C01","Population at Each Census","1926","1926","03","Kildare","-","Both sexes","Number","58028"
"F1001C01","Population at Each Census","1926","1926","03","Kildare","1","Male","Number","31987"
"F1001C01","Population at Each Census","1926","1926","03","Kildare","2","Female","Number","26041"
"F1001C01","Population at Each Census","1926","1926","04","Kilkenny","-","Both sexes","Number","70990"
"F1001C01","Population at Each Census","1926","1926","04","Kilkenny","1","Male","Number","37084"
"F1001C01","Population at Each Census","1926","1926","04","Kilkenny","2","Female","Number","33906"
"F1001C01","Population at Each Census","1926","1926","05","Laois","-","Both sexes","Number","51540"
"F1001C01","Population at Each Census","1926","1926","05","Laois","1","Male","Number","27198"
"F1001C01","Population at Each Census","1926","1926","05","Laois","2","Female","Number","24342"
"F1001C01","Population at Each Census","1926","1926","06","Longford","-","Both sexes","Number","39847"
"F1001C01","Population at Each Census","1926","1926","06","Longford","1","Male","Number","20805"
"F1001C01","Population at Each Census","1926","1926","06","Longford","2","Female","Number","19042"
"F1001C01","Population at Each Census","1926","1926","07","Louth","-","Both sexes","Number","62739"
"F1001C01","Population at Each Census","1926","1926","07","Louth","1","Male","Number","31749"
"F1001C01","Population at Each Census","1926","1926","07","Louth","2","Female","Number","30990"
"F1001C01","Population at Each Census","1926","1926","08","Meath","-","Both sexes","Number","62969"
"F1001C01","Population at Each Census","1926","1926","08","Meath","1","Male","Number","33082"
"F1001C01","Population at Each Census","1926","1926","08","Meath","2","Female","Number","29887"
"F1001C01","Population at Each Census","1926","1926","09","Offaly","-","Both sexes","Number","52592"
"F1001C01","Population at Each Census","1926","1926","09","Offaly","1","Male","Number","27566"
"F1001C01","Population at Each Census","1926","1926","09","Offaly","2","Female","Number","25026"
"F1001C01","Population at Each Census","1926","1926","10","Westmeath","-","Both sexes","Number","56818"
"F1001C01","Population at Each Census","1926","1926","10","Westmeath","1","Male","Number","30151"
"F1001C01","Population at Each Census","1926","1926","10","Westmeath","2","Female","Number","26667"
"F1001C01","Population at Each Census","1926","1926","11","Wexford","-","Both sexes","Number","95848"
"F1001C01","Population at Each Census","1926","1926","11","Wexford","1","Male","Number","48570"
"F1001C01","Population at Each Census","1926","1926","11","Wexford","2","Female","Number","47278"
"F1001C01","Population at Each Census","1926","1926","12","Wicklow","-","Both sexes","Number","57591"
"F1001C01","Population at Each Census","1926","1926","12","Wicklow","1","Male","Number","28911"
"F1001C01","Population at Each Census","1926","1926","12","Wicklow","2","Female","Number","28680"
"F1001C01","Population at Each Census","1926","1926","13","Clare","-","Both sexes","Number","95064"
"F1001C01","Population at Each Census","1926","1926","13","Clare","1","Male","Number","50071"
"F1001C01","Population at Each Census","1926","1926","13","Clare","2","Female","Number","44993"
"F1001C01","Population at Each Census","1926","1926","14","Cork","-","Both sexes","Number","365747"
"F1001C01","Population at Each Census","1926","1926","14","Cork","1","Male","Number","183192"
"F1001C01","Population at Each Census","1926","1926","14","Cork","2","Female","Number","182555"
"F1001C01","Population at Each Census","1926","1926","15","Kerry","-","Both sexes","Number","149171"
"F1001C01","Population at Each Census","1926","1926","15","Kerry","1","Male","Number","76863"
"F1001C01","Population at Each Census","1926","1926","15","Kerry","2","Female","Number","72308"
"F1001C01","Population at Each Census","1926","1926","16","Limerick","-","Both sexes","Number","140343"
"F1001C01","Population at Each Census","1926","1926","16","Limerick","1","Male","Number","71172"
"F1001C01","Population at Each Census","1926","1926","16","Limerick","2","Female","Number","69171"
"F1001C01","Population at Each Census","1926","1926","17","Tipperary","-","Both sexes","Number","141015"
"F1001C01","Population at Each Census","1926","1926","17","Tipperary","1","Male","Number","72904"
"F1001C01","Population at Each Census","1926","1926","17","Tipperary","2","Female","Number","68111"
"F1001C01","Population at Each Census","1926","1926","18","Waterford","-","Both sexes","Number","78562"
"F1001C01","Population at Each Census","1926","1926","18","Waterford","1","Male","Number","39426"
"F1001C01","Population at Each Census","1926","1926","18","Waterford","2","Female","Number","39136"
"F1001C01","Population at Each Census","1926","1926","19","Galway","-","Both sexes","Number","169366"
"F1001C01","Population at Each Census","1926","1926","19","Galway","1","Male","Number","88481"
"F1001C01","Population at Each Census","1926","1926","19","Galway","2","Female","Number","80885"
"F1001C01","Population at Each Census","1926","1926","20","Leitrim","-","Both sexes","Number","55907"
"F1001C01","Population at Each Census","1926","1926","20","Leitrim","1","Male","Number","29247"
"F1001C01","Population at Each Census","1926","1926","20","Leitrim","2","Female","Number","26660"
"F1001C01","Population at Each Census","1926","1926","21","Mayo","-","Both sexes","Number","172690"
"F1001C01","Population at Each Census","1926","1926","21","Mayo","1","Male","Number","86778"
"F1001C01","Population at Each Census","1926","1926","21","Mayo","2","Female","Number","85912"
"F1001C01","Population at Each Census","1926","1926","22","Roscommon","-","Both sexes","Number","83556"
"F1001C01","Population at Each Census","1926","1926","22","Roscommon","1","Male","Number","43281"
"F1001C01","Population at Each Census","1926","1926","22","Roscommon","2","Female","Number","40275"
"F1001C01","Population at Each Census","1926","1926","23","Sligo","-","Both sexes","Number","71388"
"F1001C01","Population at Each Census","1926","1926","23","Sligo","1","Male","Number","36666"
"F1001C01","Population at Each Census","1926","1926","23","Sligo","2","Female","Number","34722"
"F1001C01","Population at Each Census","1926","1926","24","Cavan","-","Both sexes","Number","82452"
"F1001C01","Population at Each Census","1926","1926","24","Cavan","1","Male","Number","43550"
"F1001C01","Population at Each Census","1926","1926","24","Cavan","2","Female","Number","38902"
"F1001C01","Population at Each Census","1926","1926","25","Donegal","-","Both sexes","Number","152508"
"F1001C01","Population at Each Census","1926","1926","25","Donegal","1","Male","Number","78100"
"F1001C01","Population at Each Census","1926","1926","25","Donegal","2","Female","Number","74408"
"F1001C01","Population at Each Census","1926","1926","26","Monaghan","-","Both sexes","Number","65131"
"F1001C01","Population at Each Census","1926","1926","26","Monaghan","1","Male","Number","33258"
"F1001C01","Population at Each Census","1926","1926","26","Monaghan","2","Female","Number","31873"
"F1001C01","Population at Each Census","1936","1936","-","State","-","Both sexes","Number","2968420"
"F1001C01","Population at Each Census","1936","1936","-","State","1","Male","Number","1520454"
"F1001C01","Population at Each Census","1936","1936","-","State","2","Female","Number","1447966"
"F1001C01","Population at Each Census","1936","1936","01","Carlow","-","Both sexes","Number","34452"
"F1001C01","Population at Each Census","1936","1936","01","Carlow","1","Male","Number","18066"
"F1001C01","Population at Each Census","1936","1936","01","Carlow","2","Female","Number","16386"
"F1001C01","Population at Each Census","1936","1936","02","Dublin","-","Both sexes","Number","586925"
"F1001C01","Population at Each Census","1936","1936","02","Dublin","1","Male","Number","277098"
"F1001C01","Population at Each Census","1936","1936","02","Dublin","2","Female","Number","309827"
"F1001C01","Population at Each Census","1936","1936","03","Kildare","-","Both sexes","Number","57892"
"F1001C01","Population at Each Census","1936","1936","03","Kildare","1","Male","Number","31956"
"F1001C01","Population at Each Census","1936","1936","03","Kildare","2","Female","Number","25936"
"F1001C01","Population at Each Census","1936","1936","04","Kilkenny","-","Both sexes","Number","68614"
"F1001C01","Population at Each Census","1936","1936","04","Kilkenny","1","Male","Number","36489"
"F1001C01","Population at Each Census","1936","1936","04","Kilkenny","2","Female","Number","32125"
"F1001C01","Population at Each Census","1936","1936","05","Laois","-","Both sexes","Number","50109"
"F1001C01","Population at Each Census","1936","1936","05","Laois","1","Male","Number","27149"
"F1001C01","Population at Each Census","1936","1936","05","Laois","2","Female","Number","22960"
"F1001C01","Population at Each Census","1936","1936","06","Longford","-","Both sexes","Number","37847"
"F1001C01","Population at Each Census","1936","1936","06","Longford","1","Male","Number","20152"
"F1001C01","Population at Each Census","1936","1936","06","Longford","2","Female","Number","17695"
"F1001C01","Population at Each Census","1936","1936","07","Louth","-","Both sexes","Number","64339"
"F1001C01","Population at Each Census","1936","1936","07","Louth","1","Male","Number","32829"
"F1001C01","Population at Each Census","1936","1936","07","Louth","2","Female","Number","31510"
"F1001C01","Population at Each Census","1936","1936","08","Meath","-","Both sexes","Number","61405"
"F1001C01","Population at Each Census","1936","1936","08","Meath","1","Male","Number","32501"
"F1001C01","Population at Each Census","1936","1936","08","Meath","2","Female","Number","28904"
"F1001C01","Population at Each Census","1936","1936","09","Offaly","-","Both sexes","Number","51308"
"F1001C01","Population at Each Census","1936","1936","09","Offaly","1","Male","Number","27555"
"F1001C01","Population at Each Census","1936","1936","09","Offaly","2","Female","Number","23753"
"F1001C01","Population at Each Census","1936","1936","10","Westmeath","-","Both sexes","Number","54706"
"F1001C01","Population at Each Census","1936","1936","10","Westmeath","1","Male","Number","29039"
"F1001C01","Population at Each Census","1936","1936","10","Westmeath","2","Female","Number","25667"
"F1001C01","Population at Each Census","1936","1936","11","Wexford","-","Both sexes","Number","94245"
"F1001C01","Population at Each Census","1936","1936","11","Wexford","1","Male","Number","48577"
"F1001C01","Population at Each Census","1936","1936","11","Wexford","2","Female","Number","45668"
"F1001C01","Population at Each Census","1936","1936","12","Wicklow","-","Both sexes","Number","58569"
"F1001C01","Population at Each Census","1936","1936","12","Wicklow","1","Male","Number","29868"
"F1001C01","Population at Each Census","1936","1936","12","Wicklow","2","Female","Number","28701"
"F1001C01","Population at Each Census","1936","1936","13","Clare","-","Both sexes","Number","89879"
"F1001C01","Population at Each Census","1936","1936","13","Clare","1","Male","Number","47957"
"F1001C01","Population at Each Census","1936","1936","13","Clare","2","Female","Number","41922"
"F1001C01","Population at Each Census","1936","1936","14","Cork","-","Both sexes","Number","355957"
"F1001C01","Population at Each Census","1936","1936","14","Cork","1","Male","Number","179620"
"F1001C01","Population at Each Census","1936","1936","14","Cork","2","Female","Number","176337"
"F1001C01","Population at Each Census","1936","1936","15","Kerry","-","Both sexes","Number","139834"
"F1001C01","Population at Each Census","1936","1936","15","Kerry","1","Male","Number","73503"
"F1001C01","Population at Each Census","1936","1936","15","Kerry","2","Female","Number","66331"
"F1001C01","Population at Each Census","1936","1936","16","Limerick","-","Both sexes","Number","141153"
"F1001C01","Population at Each Census","1936","1936","16","Limerick","1","Male","Number","72407"
"F1001C01","Population at Each Census","1936","1936","16","Limerick","2","Female","Number","68746"
"F1001C01","Population at Each Census","1936","1936","17","Tipperary","-","Both sexes","Number","137835"
"F1001C01","Population at Each Census","1936","1936","17","Tipperary","1","Male","Number","72397"
"F1001C01","Population at Each Census","1936","1936","17","Tipperary","2","Female","Number","65438"
"F1001C01","Population at Each Census","1936","1936","18","Waterford","-","Both sexes","Number","77614"
"F1001C01","Population at Each Census","1936","1936","18","Waterford","1","Male","Number","39528"
"F1001C01","Population at Each Census","1936","1936","18","Waterford","2","Female","Number","38086"
"F1001C01","Population at Each Census","1936","1936","19","Galway","-","Both sexes","Number","168198"
"F1001C01","Population at Each Census","1936","1936","19","Galway","1","Male","Number","89170"
"F1001C01","Population at Each Census","1936","1936","19","Galway","2","Female","Number","79028"
"F1001C01","Population at Each Census","1936","1936","20","Leitrim","-","Both sexes","Number","50908"
"F1001C01","Population at Each Census","1936","1936","20","Leitrim","1","Male","Number","27337"
"F1001C01","Population at Each Census","1936","1936","20","Leitrim","2","Female","Number","23571"
"F1001C01","Population at Each Census","1936","1936","21","Mayo","-","Both sexes","Number","161349"
"F1001C01","Population at Each Census","1936","1936","21","Mayo","1","Male","Number","83213"
"F1001C01","Population at Each Census","1936","1936","21","Mayo","2","Female","Number","78136"
"F1001C01","Population at Each Census","1936","1936","22","Roscommon","-","Both sexes","Number","77566"
"F1001C01","Population at Each Census","1936","1936","22","Roscommon","1","Male","Number","41308"
"F1001C01","Population at Each Census","1936","1936","22","Roscommon","2","Female","Number","36258"
"F1001C01","Population at Each Census","1936","1936","23","Sligo","-","Both sexes","Number","67447"
"F1001C01","Population at Each Census","1936","1936","23","Sligo","1","Male","Number","35371"
"F1001C01","Population at Each Census","1936","1936","23","Sligo","2","Female","Number","32076"
"F1001C01","Population at Each Census","1936","1936","24","Cavan","-","Both sexes","Number","76670"
"F1001C01","Population at Each Census","1936","1936","24","Cavan","1","Male","Number","41446"
"F1001C01","Population at Each Census","1936","1936","24","Cavan","2","Female","Number","35224"
"F1001C01","Population at Each Census","1936","1936","25","Donegal","-","Both sexes","Number","142310"
"F1001C01","Population at Each Census","1936","1936","25","Donegal","1","Male","Number","73924"
"F1001C01","Population at Each Census","1936","1936","25","Donegal","2","Female","Number","68386"
"F1001C01","Population at Each Census","1936","1936","26","Monaghan","-","Both sexes","Number","61289"
"F1001C01","Population at Each Census","1936","1936","26","Monaghan","1","Male","Number","31994"
"F1001C01","Population at Each Census","1936","1936","26","Monaghan","2","Female","Number","29295"
"F1001C01","Population at Each Census","1946","1946","-","State","-","Both sexes","Number","2955107"
"F1001C01","Population at Each Census","1946","1946","-","State","1","Male","Number","1494877"
"F1001C01","Population at Each Census","1946","1946","-","State","2","Female","Number","1460230"
"F1001C01","Population at Each Census","1946","1946","01","Carlow","-","Both sexes","Number","34081"
"F1001C01","Population at Each Census","1946","1946","01","Carlow","1","Male","Number","17702"
"F1001C01","Population at Each Census","1946","1946","01","Carlow","2","Female","Number","16379"
"F1001C01","Population at Each Census","1946","1946","02","Dublin","-","Both sexes","Number","636193"
"F1001C01","Population at Each Census","1946","1946","02","Dublin","1","Male","Number","292205"
"F1001C01","Population at Each Census","1946","1946","02","Dublin","2","Female","Number","343988"
"F1001C01","Population at Each Census","1946","1946","03","Kildare","-","Both sexes","Number","64849"
"F1001C01","Population at Each Census","1946","1946","03","Kildare","1","Male","Number","36057"
"F1001C01","Population at Each Census","1946","1946","03","Kildare","2","Female","Number","28792"
"F1001C01","Population at Each Census","1946","1946","04","Kilkenny","-","Both sexes","Number","66712"
"F1001C01","Population at Each Census","1946","1946","04","Kilkenny","1","Male","Number","35464"
"F1001C01","Population at Each Census","1946","1946","04","Kilkenny","2","Female","Number","31248"
"F1001C01","Population at Each Census","1946","1946","05","Laois","-","Both sexes","Number","49697"
"F1001C01","Population at Each Census","1946","1946","05","Laois","1","Male","Number","26751"
"F1001C01","Population at Each Census","1946","1946","05","Laois","2","Female","Number","22946"
"F1001C01","Population at Each Census","1946","1946","06","Longford","-","Both sexes","Number","36218"
"F1001C01","Population at Each Census","1946","1946","06","Longford","1","Male","Number","19322"
"F1001C01","Population at Each Census","1946","1946","06","Longford","2","Female","Number","16896"
"F1001C01","Population at Each Census","1946","1946","07","Louth","-","Both sexes","Number","66194"
"F1001C01","Population at Each Census","1946","1946","07","Louth","1","Male","Number","33399"
"F1001C01","Population at Each Census","1946","1946","07","Louth","2","Female","Number","32795"
"F1001C01","Population at Each Census","1946","1946","08","Meath","-","Both sexes","Number","66232"
"F1001C01","Population at Each Census","1946","1946","08","Meath","1","Male","Number","34950"
"F1001C01","Population at Each Census","1946","1946","08","Meath","2","Female","Number","31282"
"F1001C01","Population at Each Census","1946","1946","09","Offaly","-","Both sexes","Number","53686"
"F1001C01","Population at Each Census","1946","1946","09","Offaly","1","Male","Number","29311"
"F1001C01","Population at Each Census","1946","1946","09","Offaly","2","Female","Number","24375"
"F1001C01","Population at Each Census","1946","1946","10","Westmeath","-","Both sexes","Number","54949"
"F1001C01","Population at Each Census","1946","1946","10","Westmeath","1","Male","Number","29058"
"F1001C01","Population at Each Census","1946","1946","10","Westmeath","2","Female","Number","25891"
"F1001C01","Population at Each Census","1946","1946","11","Wexford","-","Both sexes","Number","91855"
"F1001C01","Population at Each Census","1946","1946","11","Wexford","1","Male","Number","46611"
"F1001C01","Population at Each Census","1946","1946","11","Wexford","2","Female","Number","45244"
"F1001C01","Population at Each Census","1946","1946","12","Wicklow","-","Both sexes","Number","60451"
"F1001C01","Population at Each Census","1946","1946","12","Wicklow","1","Male","Number","30152"
"F1001C01","Population at Each Census","1946","1946","12","Wicklow","2","Female","Number","30299"
"F1001C01","Population at Each Census","1946","1946","13","Clare","-","Both sexes","Number","85064"
"F1001C01","Population at Each Census","1946","1946","13","Clare","1","Male","Number","45350"
"F1001C01","Population at Each Census","1946","1946","13","Clare","2","Female","Number","39714"
"F1001C01","Population at Each Census","1946","1946","14","Cork","-","Both sexes","Number","343668"
"F1001C01","Population at Each Census","1946","1946","14","Cork","1","Male","Number","171110"
"F1001C01","Population at Each Census","1946","1946","14","Cork","2","Female","Number","172558"
"F1001C01","Population at Each Census","1946","1946","15","Kerry","-","Both sexes","Number","133893"
"F1001C01","Population at Each Census","1946","1946","15","Kerry","1","Male","Number","70113"
"F1001C01","Population at Each Census","1946","1946","15","Kerry","2","Female","Number","63780"
"F1001C01","Population at Each Census","1946","1946","16","Limerick","-","Both sexes","Number","142559"
"F1001C01","Population at Each Census","1946","1946","16","Limerick","1","Male","Number","72039"
"F1001C01","Population at Each Census","1946","1946","16","Limerick","2","Female","Number","70520"
"F1001C01","Population at Each Census","1946","1946","17","Tipperary","-","Both sexes","Number","136014"
"F1001C01","Population at Each Census","1946","1946","17","Tipperary","1","Male","Number","70999"
"F1001C01","Population at Each Census","1946","1946","17","Tipperary","2","Female","Number","65015"
"F1001C01","Population at Each Census","1946","1946","18","Waterford","-","Both sexes","Number","76108"
"F1001C01","Population at Each Census","1946","1946","18","Waterford","1","Male","Number","38087"
"F1001C01","Population at Each Census","1946","1946","18","Waterford","2","Female","Number","38021"
"F1001C01","Population at Each Census","1946","1946","19","Galway","-","Both sexes","Number","165201"
"F1001C01","Population at Each Census","1946","1946","19","Galway","1","Male","Number","87435"
"F1001C01","Population at Each Census","1946","1946","19","Galway","2","Female","Number","77766"
"F1001C01","Population at Each Census","1946","1946","20","Leitrim","-","Both sexes","Number","44591"
"F1001C01","Population at Each Census","1946","1946","20","Leitrim","1","Male","Number","24065"
"F1001C01","Population at Each Census","1946","1946","20","Leitrim","2","Female","Number","20526"
"F1001C01","Population at Each Census","1946","1946","21","Mayo","-","Both sexes","Number","148120"
"F1001C01","Population at Each Census","1946","1946","21","Mayo","1","Male","Number","75073"
"F1001C01","Population at Each Census","1946","1946","21","Mayo","2","Female","Number","73047"
"F1001C01","Population at Each Census","1946","1946","22","Roscommon","-","Both sexes","Number","72510"
"F1001C01","Population at Each Census","1946","1946","22","Roscommon","1","Male","Number","38845"
"F1001C01","Population at Each Census","1946","1946","22","Roscommon","2","Female","Number","33665"
"F1001C01","Population at Each Census","1946","1946","23","Sligo","-","Both sexes","Number","62375"
"F1001C01","Population at Each Census","1946","1946","23","Sligo","1","Male","Number","32376"
"F1001C01","Population at Each Census","1946","1946","23","Sligo","2","Female","Number","29999"
"F1001C01","Population at Each Census","1946","1946","24","Cavan","-","Both sexes","Number","70355"
"F1001C01","Population at Each Census","1946","1946","24","Cavan","1","Male","Number","38121"
"F1001C01","Population at Each Census","1946","1946","24","Cavan","2","Female","Number","32234"
"F1001C01","Population at Each Census","1946","1946","25","Donegal","-","Both sexes","Number","136317"
"F1001C01","Population at Each Census","1946","1946","25","Donegal","1","Male","Number","70269"
"F1001C01","Population at Each Census","1946","1946","25","Donegal","2","Female","Number","66048"
"F1001C01","Population at Each Census","1946","1946","26","Monaghan","-","Both sexes","Number","57215"
